scope,character,card_id,model_id,name_en,name_zhs,total_runs_with,total_runs,appearance_probability,total_copies,copies_per_run
allCharacters,,CHARGE_BATTERY,CARD.CHARGE_BATTERY,Charge Battery,充电,2653,36533,0.07261927572331864,3548,0.09711767443133605
allCharacters,,SPECTRUM_SHIFT,CARD.SPECTRUM_SHIFT,Spectrum Shift,光谱偏移,2647,36533,0.07245504064818109,3724,0.10193523663537075
allCharacters,,TACTICIAN,CARD.TACTICIAN,Tactician,战术大师,2645,36533,0.07240029562313524,3087,0.08449894615826786
allCharacters,,GRAVEBLAST,CARD.GRAVEBLAST,Graveblast,坟冢爆射,2641,36533,0.07229080557304354,3431,0.09391509046615389
allCharacters,,REFLECT,CARD.REFLECT,Reflect,倒映,2630,36533,0.07198970793529139,3161,0.08652451208496428
allCharacters,,BOOST_AWAY,CARD.BOOST_AWAY,Boost Away,高速脱离,2616,36533,0.07160649275997044,3765,0.10305750964881066
allCharacters,,CLOAK_OF_STARS,CARD.CLOAK_OF_STARS,Cloak of Stars,群星斗篷,2584,36533,0.07073057235923685,3242,0.08874168559932116
allCharacters,,HEADBUTT,CARD.HEADBUTT,Headbutt,头槌,2557,36533,0.06999151452111789,2942,0.08052993184244382
allCharacters,,PILLAR_OF_CREATION,CARD.PILLAR_OF_CREATION,Pillar of Creation,创世之柱,2550,36533,0.06979990693345742,3740,0.10237319683573755
allCharacters,,LETHALITY,CARD.LETHALITY,Lethality,致死性,2545,36533,0.0696630443708428,3383,0.09260120986505352
allCharacters,,GO_FOR_THE_EYES,CARD.GO_FOR_THE_EYES,Go for the Eyes,眼部攻击,2477,36533,0.06780171351928393,2942,0.08052993184244382
allCharacters,,VICIOUS,CARD.VICIOUS,Vicious,凶恶,2457,36533,0.06725426326882544,2812,0.07697150521446364
allCharacters,,LEG_SWEEP,CARD.LEG_SWEEP,Leg Sweep,扫腿,2449,36533,0.06703528316864205,2765,0.07568499712588618
allCharacters,,BORROWED_TIME,CARD.BORROWED_TIME,Borrowed Time,预借时间,2446,36533,0.06695316563107327,2934,0.08031095174226043
allCharacters,,OFFERING,CARD.OFFERING,Offering,祭品,2442,36533,0.06684367558098157,3000,0.08211753756877344
allCharacters,,SNAKEBITE,CARD.SNAKEBITE,Snakebite,蛇咬,2439,36533,0.0667615580434128,2953,0.08083102948019599
allCharacters,,AFTERIMAGE,CARD.AFTERIMAGE,Afterimage,余像,2433,36533,0.06659732296827525,3353,0.09178003448936578
allCharacters,,REFLEX,CARD.REFLEX,Reflex,本能反应,2411,36533,0.06599512769277092,2827,0.0773820929023075
allCharacters,,REFINE_BLADE,CARD.REFINE_BLADE,Refine Blade,淬炼刀刃,2393,36533,0.06550242246735828,2999,0.08209016505625051
allCharacters,,PHANTOM_BLADES,CARD.PHANTOM_BLADES,Phantom Blades,幻影之刃,2273,36533,0.06221772096460734,2814,0.07702625023950949
allCharacters,,GLITTERSTREAM,CARD.GLITTERSTREAM,Glitterstream,流光溢彩,2263,36533,0.061943995839378097,2806,0.07680727013932609
allCharacters,,BIG_BANG,CARD.BIG_BANG,Big Bang,大爆炸,2227,36533,0.06095858538855282,9235,0.2527851531492076
allCharacters,,INFINITE_BLADES,CARD.INFINITE_BLADES,Infinite Blades,无尽刀刃,2177,36533,0.059589959762406594,2752,0.07532915446308816
allCharacters,,DODGE_AND_ROLL,CARD.DODGE_AND_ROLL,Dodge and Roll,闪躲翻滚,2166,36533,0.05928886212465442,2760,0.07554813456327156
allCharacters,,PATTER,CARD.PATTER,Patter,星星点点,2140,36533,0.058577176799058384,2689,0.07360468617414392
allCharacters,,SECOND_WIND,CARD.SECOND_WIND,Second Wind,重振精神,2136,36533,0.058467686748966685,2356,0.06448963950401007
allCharacters,,HIDDEN_GEM,CARD.HIDDEN_GEM,Hidden Gem,未掘宝石,2096,36533,0.05737278624804971,2292,0.06273779870254291
allCharacters,,DECAY,CARD.DECAY,Decay,腐朽,2079,36533,0.05690745353515999,2165,0.0592614896121315
allCharacters,,COMPACT,CARD.COMPACT,Compact,压缩,2057,36533,0.056305258259655655,2436,0.06667944050584403
allCharacters,,PUTREFY,CARD.PUTREFY,Putrefy,腐败,2045,36533,0.05597678810938056,2377,0.06506446226699149
allCharacters,,DAGGER_THROW,CARD.DAGGER_THROW,Dagger Throw,投掷匕首,2043,36533,0.05592204308433471,2493,0.06823967371965073
allCharacters,,OVERCLOCK,CARD.OVERCLOCK,Overclock,超频,2039,36533,0.05581255303424301,3069,0.08400624093285523
allCharacters,,ROYAL_GAMBLE,CARD.ROYAL_GAMBLE,Royal Gamble,胜券在王,2028,36533,0.05551145539649084,2506,0.06859551638244875
allCharacters,,GLACIER,CARD.GLACIER,Glacier,冰川,2019,36533,0.05526510278378453,2445,0.06692579311855035
allCharacters,,RICOCHET,CARD.RICOCHET,Ricochet,连续反弹,2013,36533,0.05510086770864698,2443,0.0668710480935045
allCharacters,,SPOILS_OF_BATTLE,CARD.SPOILS_OF_BATTLE,Spoils of Battle,战利品,2008,36533,0.054964005146032356,2578,0.0705663372840993
allCharacters,,MANIFEST_AUTHORITY,CARD.MANIFEST_AUTHORITY,Manifest Authority,君权自授,1974,36533,0.05403333972025292,2436,0.06667944050584403
allCharacters,,BRIGHTEST_FLAME,CARD.BRIGHTEST_FLAME,Brightest Flame,至亮之焰,1962,36533,0.05370486956997783,2106,0.057646511373278954
allCharacters,,PARTICLE_WALL,CARD.PARTICLE_WALL,Particle Wall,粒子墙,1951,36533,0.05340377193222566,2210,0.0604932526756631
allCharacters,,NEGATIVE_PULSE,CARD.NEGATIVE_PULSE,Negative Pulse,负能量脉冲,1942,36533,0.05315741931951934,2727,0.07464484165001506
allCharacters,,CAPACITOR,CARD.CAPACITOR,Capacitor,扩容,1934,36533,0.05293843921933594,2409,0.06594038266772508
allCharacters,,SQUASH,CARD.SQUASH,Squash,压扁,1931,36533,0.05285632168176717,2047,0.05603153313442641
allCharacters,,FEAR,CARD.FEAR,Fear,恐惧,1925,36533,0.05269208660662962,2235,0.061177565488736214
allCharacters,,ULTIMATE_DEFEND,CARD.ULTIMATE_DEFEND,Ultimate Defend,究极防御,1925,36533,0.05269208660662962,2100,0.057482276298141406
allCharacters,,DIRGE,CARD.DIRGE,Dirge,挽歌,1918,36533,0.05250047901896915,2287,0.06260093613992829
allCharacters,,ASTRAL_PULSE,CARD.ASTRAL_PULSE,Astral Pulse,星界脉冲,1909,36533,0.052254126406262834,2097,0.05740015876057263
allCharacters,,UPPERCUT,CARD.UPPERCUT,Uppercut,上勾拳,1897,36533,0.05192565625598774,2084,0.05704431609777461
allCharacters,,FLAME_BARRIER,CARD.FLAME_BARRIER,Flame Barrier,火焰屏障,1896,36533,0.051898283743464814,2178,0.05961733227492952
allCharacters,,BODY_SLAM,CARD.BODY_SLAM,Body Slam,全身撞击,1856,36533,0.05080338324254784,2401,0.06572140256754168
allCharacters,,COLLISION_COURSE,CARD.COLLISION_COURSE,Collision Course,碰撞轨迹,1840,36533,0.05036542304218104,2359,0.06457175704157884
allCharacters,,ASHEN_STRIKE,CARD.ASHEN_STRIKE,Ashen Strike,灰烬打击,1822,36533,0.0498727178167684,2130,0.05830345167382914
allCharacters,,DELAY,CARD.DELAY,Delay,拖延,1821,36533,0.049845345304245475,2098,0.05742753127309556
allCharacters,,ULTIMATE_STRIKE,CARD.ULTIMATE_STRIKE,Ultimate Strike,究极打击,1819,36533,0.049790600279199626,1945,0.05323953685708811
allCharacters,,UNMOVABLE,CARD.UNMOVABLE,Unmovable,坚定不移,1803,36533,0.04935264007883284,1975,0.054060712232775844
allCharacters,,DEADLY_POISON,CARD.DEADLY_POISON,Deadly Poison,致命毒药,1802,36533,0.049325267566309915,2259,0.0618345057892864
allCharacters,,HOTFIX,CARD.HOTFIX,Hotfix,热修复,1777,36533,0.0486409547532368,2319,0.06347685654066186
allCharacters,,FINESSE,CARD.FINESSE,Finesse,妙计,1773,36533,0.0485314647031451,2644,0.07237292311061232
allCharacters,,EXTERMINATE,CARD.EXTERMINATE,Exterminate,杀灭,1767,36533,0.04836722962800755,1882,0.05151506856814387
allCharacters,,TOOLS_OF_THE_TRADE,CARD.TOOLS_OF_THE_TRADE,Tools of the Trade,必备工具,1757,36533,0.04809350450277831,1966,0.05381435962006953
allCharacters,,BEAM_CELL,CARD.BEAM_CELL,Beam Cell,光束射线,1750,36533,0.04790189691511784,2030,0.05556620042153669
allCharacters,,EVIL_EYE,CARD.EVIL_EYE,Evil Eye,邪眼,1727,36533,0.047272329127090576,2010,0.055018750171078205
allCharacters,,RUPTURE,CARD.RUPTURE,Rupture,撕裂,1721,36533,0.04710809405195303,2074,0.05677059097254537
allCharacters,,DEMESNE,CARD.DEMESNE,Demesne,领域,1720,36533,0.047080721539430104,1929,0.05280157665672132
allCharacters,,TRACKING,CARD.TRACKING,Tracking,跟踪,1718,36533,0.047025976514384255,1965,0.053786987107546605
allCharacters,,SLEIGHT_OF_FLESH,CARD.SLEIGHT_OF_FLESH,Sleight of Flesh,血肉戏法,1716,36533,0.046971231489338405,2209,0.060465880163140175
allCharacters,,BLADE_OF_INK,CARD.BLADE_OF_INK,Blade of Ink,墨之刃,1706,36533,0.04669750636410916,1897,0.05192565625598774
allCharacters,,FASTEN,CARD.FASTEN,Fasten,勒紧,1704,36533,0.04664276133906331,1897,0.05192565625598774
allCharacters,,LIGHTNING_ROD,CARD.LIGHTNING_ROD,Lightning Rod,引雷针,1689,36533,0.04623217365121945,2079,0.05690745353515999
allCharacters,,CAPTURE_SPIRIT,CARD.CAPTURE_SPIRIT,Capture Spirit,捕捉灵魂,1688,36533,0.04620480113869652,1947,0.05329428188213396
allCharacters,,THUNDERCLAP,CARD.THUNDERCLAP,Thunderclap,闪电霹雳,1688,36533,0.04620480113869652,1939,0.053075301781950565
allCharacters,,BOOT_SEQUENCE,CARD.BOOT_SEQUENCE,Boot Sequence,启动流程,1684,36533,0.046095311088604825,1846,0.05052965811731859
allCharacters,,NEUROSURGE,CARD.NEUROSURGE,Neurosurge,精神过载,1682,36533,0.046040566063558976,2524,0.06908822160786139
allCharacters,,PARRY,CARD.PARRY,Parry,招架,1674,36533,0.04582158596337558,2261,0.06188925081433225
allCharacters,,GAMMA_BLAST,CARD.GAMMA_BLAST,Gamma Blast,伽马爆破,1667,36533,0.045629978375715106,1805,0.04940738510387869
allCharacters,,VOID_FORM,CARD.VOID_FORM,Void Form,虚空形态,1661,36533,0.04546574330057756,1851,0.050666520679933214
allCharacters,,ABRASIVE,CARD.ABRASIVE,Abrasive,磨蚀,1654,36533,0.04527413571291709,1994,0.05458078997071141
allCharacters,,DREDGE,CARD.DREDGE,Dredge,清淤,1639,36533,0.044863548025073224,1858,0.050858128267593686
allCharacters,,ECHO_FORM,CARD.ECHO_FORM,Echo Form,回响形态,1639,36533,0.044863548025073224,1927,0.05274683163167547
allCharacters,,QUASAR,CARD.QUASAR,Quasar,类星体,1637,36533,0.044808803000027375,1860,0.05091287329263953
allCharacters,,ANGER,CARD.ANGER,Anger,愤怒,1619,36533,0.04431609777461473,1849,0.050611775654887364
allCharacters,,ITERATION,CARD.ITERATION,Iteration,迭代,1618,36533,0.04428872526209181,1853,0.05072126570497906
allCharacters,,SNAP,CARD.SNAP,Snap,响指,1598,36533,0.043741275011633315,1858,0.050858128267593686
allCharacters,,BULLY,CARD.BULLY,Bully,欺凌,1595,36533,0.04365915747406454,1989,0.05444392740809679
allCharacters,,SCOURGE,CARD.SCOURGE,Scourge,鞭打,1593,36533,0.04360441244901869,2177,0.059589959762406594
allCharacters,,SKIM,CARD.SKIM,Skim,快速检索,1569,36533,0.04294747214846851,1868,0.051131853392822925
allCharacters,,ROCKET_PUNCH,CARD.ROCKET_PUNCH,Rocket Punch,火箭飞拳,1555,36533,0.042564256973147564,2160,0.059124627049516876
allCharacters,,RAGE,CARD.RAGE,Rage,狂怒,1554,36533,0.04253688446062464,1764,0.04828511209043878
allCharacters,,APPARITION,CARD.APPARITION,Apparition,灵体,1551,36533,0.042454766923055866,5184,0.1418991049188405
allCharacters,,BLACK_HOLE,CARD.BLACK_HOLE,Black Hole,黑洞,1551,36533,0.042454766923055866,1916,0.0524457339939233
allCharacters,,COLD_SNAP,CARD.COLD_SNAP,Cold Snap,寒流,1548,36533,0.04237264938548709,1861,0.05094024580516245
allCharacters,,FOLLY,CARD.FOLLY,Folly,愚行,1548,36533,0.04237264938548709,1617,0.04426135274956888
allCharacters,,BREAKTHROUGH,CARD.BREAKTHROUGH,Breakthrough,突破,1545,36533,0.04229053184791832,1728,0.0472997016396135
allCharacters,,COMPILE_DRIVER,CARD.COMPILE_DRIVER,Compile Driver,编译冲击,1536,36533,0.042044179235212,1878,0.05140557851805217
allCharacters,,PALE_BLUE_DOT,CARD.PALE_BLUE_DOT,Pale Blue Dot,暗淡蓝点,1523,36533,0.041688336572413984,1677,0.04590370350094435
allCharacters,,CHILL,CARD.CHILL,Chill,冰寒,1517,36533,0.041524101497276436,1752,0.047956641940163684
allCharacters,,UP_MY_SLEEVE,CARD.UP_MY_SLEEVE,Up My Sleeve,袖里乾坤,1516,36533,0.04149672898475351,1722,0.04713546656447595
allCharacters,,CLEANSE,CARD.CLEANSE,Cleanse,洁净,1507,36533,0.04125037637204719,1642,0.044945665562642
allCharacters,,TYRANNY,CARD.TYRANNY,Tyranny,暴政,1499,36533,0.04103139627186379,1648,0.04510990063777954
allCharacters,,STOKE,CARD.STOKE,Stoke,添柴,1498,36533,0.04100402375934087,1706,0.04669750636410916
allCharacters,,DECISIONS_DECISIONS,CARD.DECISIONS_DECISIONS,"Decisions, Decisions",抉择，抉择,1491,36533,0.040812416171680396,1826,0.0499822078668601
allCharacters,,DEATHBRINGER,CARD.DEATHBRINGER,Deathbringer,死亡使者,1483,36533,0.040593436071497,1730,0.04735444666465935
allCharacters,,KNIFE_TRAP,CARD.KNIFE_TRAP,Knife Trap,刀刃陷阱,1483,36533,0.040593436071497,1638,0.0448361755125503
allCharacters,,ALIGNMENT,CARD.ALIGNMENT,Alignment,星位序列,1469,36533,0.04021022089617606,1645,0.045027783100210765
allCharacters,,ANTICIPATE,CARD.ANTICIPATE,Anticipate,预判,1461,36533,0.039991240795992665,1670,0.04571209591328388
allCharacters,,SUMMON_FORTH,CARD.SUMMON_FORTH,Summon Forth,征召上前,1454,36533,0.03979963320833219,1756,0.04806613199025538
allCharacters,,CRIMSON_MANTLE,CARD.CRIMSON_MANTLE,Crimson Mantle,绯红披风,1442,36533,0.0394711630580571,1606,0.04396025511181671
allCharacters,,GUARDS,CARD.GUARDS,GUARDS!!!,护驾！！！,1440,36533,0.03941641803301125,1593,0.04360441244901869
allCharacters,,SPLASH,CARD.SPLASH,Splash,飞溅,1437,36533,0.039334300495442474,1650,0.04516464566282539
allCharacters,,SUBROUTINE,CARD.SUBROUTINE,Subroutine,子程序,1427,36533,0.039060575370213235,1899,0.05198040128103359
allCharacters,,INFERNO,CARD.INFERNO,Inferno,狱火,1425,36533,0.039005830345167386,1614,0.04417923521200011
allCharacters,,FLANKING,CARD.FLANKING,Flanking,夹击,1419,36533,0.03884159527002984,2047,0.05603153313442641
allCharacters,,STONE_ARMOR,CARD.STONE_ARMOR,Stone Armor,岩石铠甲,1410,36533,0.03859524265732352,3285,0.08991870363780692
allCharacters,,DRUM_OF_BATTLE,CARD.DRUM_OF_BATTLE,Drum of Battle,战鼓,1409,36533,0.03856787014480059,1695,0.046396408726356995
allCharacters,,WHITE_NOISE,CARD.WHITE_NOISE,White Noise,白噪声,1408,36533,0.03854049763227767,2033,0.055648317959105464
allCharacters,,STAMPEDE,CARD.STAMPEDE,Stampede,惊逃,1401,36533,0.038348890044617195,1646,0.04505515561273369
allCharacters,,AFTERLIFE,CARD.AFTERLIFE,Afterlife,来生,1399,36533,0.038294145019571346,1835,0.05022856047956642
allCharacters,,DOUBT,CARD.DOUBT,Doubt,疑虑,1398,36533,0.03826677250704842,1483,0.040593436071497
allCharacters,,PULL_AGGRO,CARD.PULL_AGGRO,Pull Aggro,吸引仇恨,1395,36533,0.03818465496947965,1751,0.04792926942764077
allCharacters,,FURNACE,CARD.FURNACE,Furnace,熔炉,1391,36533,0.03807516491938795,1831,0.05011907042947472
allCharacters,,GLIMMER,CARD.GLIMMER,Glimmer,微光,1387,36533,0.03796567486929625,1556,0.04259162948567049
allCharacters,,STARDUST,CARD.STARDUST,Stardust,星尘,1383,36533,0.03785618481920455,1517,0.041524101497276436
allCharacters,,FETCH,CARD.FETCH,Fetch,取回,1373,36533,0.03758245969397531,2476,0.06777434100676101
allCharacters,,DISCOVERY,CARD.DISCOVERY,Discovery,发现,1372,36533,0.03755508718145239,1558,0.04264637451071634
allCharacters,,CLAW,CARD.CLAW,Claw,爪击,1370,36533,0.03750034215640654,3990,0.10921632496646867
allCharacters,,DANSE_MACABRE,CARD.DANSE_MACABRE,Danse Macabre,死亡之舞,1369,36533,0.037472969643883615,1761,0.048202994552870006
allCharacters,,GUIDING_STAR,CARD.GUIDING_STAR,Guiding Star,引导之星,1368,36533,0.03744559713136069,1612,0.04412449018695426
allCharacters,,PARSE,CARD.PARSE,Parse,领会,1354,36533,0.037062381956039746,1497,0.040976651246817944
