group_key,build_id,character,card_id,model_id,name_en,name_zhs,total_runs_with,total_runs,appearance_probability,plus0_final_run_count,plus0_appearance_probability,plus1_final_run_count,plus1_appearance_probability,total_copies,copies_per_run,avg_copies_when_present,plus0_offer_count,plus0_pick_count,plus0_pick_rate,plus1_offer_count,plus1_pick_count,plus1_pick_rate,plus0_shop_offer_count,plus0_shop_buy_count,plus0_shop_buy_rate,plus1_shop_offer_count,plus1_shop_buy_count,plus1_shop_buy_rate
all,,,TYRANNY,CARD.TYRANNY,Tyranny,暴政,236,956,0.24686192468619247,87,0.09100418410041841,158,0.16527196652719664,255,0.26673640167364016,1.0805084745762712,298,189,0.6342281879194631,15,4,0.26666666666666666,19,7,0.3684210526315789,0,0,0.0
all,,,SPOILS_OF_BATTLE,CARD.SPOILS_OF_BATTLE,Spoils of Battle,战利品,230,956,0.2405857740585774,146,0.15271966527196654,95,0.09937238493723849,278,0.2907949790794979,1.208695652173913,1337,158,0.11817501869857891,244,50,0.20491803278688525,384,20,0.052083333333333336,24,6,0.25
all,,,QUASAR,CARD.QUASAR,Quasar,类星体,229,956,0.2395397489539749,79,0.08263598326359832,162,0.1694560669456067,257,0.2688284518828452,1.1222707423580787,450,141,0.31333333333333335,96,43,0.4479166666666667,153,30,0.19607843137254902,16,6,0.375
all,,,VOID_FORM,CARD.VOID_FORM,Void Form,虚空形态,222,956,0.23221757322175732,148,0.15481171548117154,80,0.08368200836820083,237,0.24790794979079497,1.0675675675675675,302,174,0.5761589403973509,13,4,0.3076923076923077,6,3,0.5,0,0,0.0
all,,,PALE_BLUE_DOT,CARD.PALE_BLUE_DOT,Pale Blue Dot,暗淡蓝点,220,956,0.2301255230125523,66,0.06903765690376569,156,0.16317991631799164,238,0.2489539748953975,1.0818181818181818,496,99,0.19959677419354838,99,45,0.45454545454545453,383,47,0.1227154046997389,27,11,0.4074074074074074
all,,,PARRY,CARD.PARRY,Parry,招架,202,956,0.2112970711297071,98,0.10251046025104603,124,0.1297071129707113,277,0.2897489539748954,1.3712871287128714,521,131,0.2514395393474088,112,33,0.29464285714285715,405,73,0.18024691358024691,23,12,0.5217391304347826
all,,,SUPERMASSIVE,CARD.SUPERMASSIVE,Supermassive,超质量体,201,956,0.2102510460251046,111,0.11610878661087866,97,0.10146443514644352,244,0.25523012552301255,1.2139303482587065,500,127,0.254,89,31,0.34831460674157305,230,40,0.17391304347826086,11,7,0.6363636363636364
all,,,GUARDS,CARD.GUARDS,GUARDS!!!,护驾！！！,194,956,0.20292887029288703,146,0.15271966527196654,52,0.05439330543933055,215,0.22489539748953974,1.1082474226804124,279,150,0.5376344086021505,15,9,0.6,28,9,0.32142857142857145,3,2,0.6666666666666666
all,,,BLACK_HOLE,CARD.BLACK_HOLE,Black Hole,黑洞,181,956,0.1893305439330544,114,0.1192468619246862,80,0.08368200836820083,225,0.23535564853556484,1.2430939226519337,498,111,0.22289156626506024,93,19,0.20430107526881722,401,49,0.12219451371571072,22,6,0.2727272727272727
all,,,SUMMON_FORTH,CARD.SUMMON_FORTH,Summon Forth,征召上前,180,956,0.18828451882845187,122,0.12761506276150628,66,0.06903765690376569,228,0.2384937238493724,1.2666666666666666,464,126,0.27155172413793105,102,37,0.3627450980392157,148,25,0.16891891891891891,10,5,0.5
all,,,GLIMMER,CARD.GLIMMER,Glimmer,微光,178,956,0.18619246861924685,90,0.09414225941422594,91,0.09518828451882845,192,0.200836820083682,1.0786516853932584,511,116,0.22700587084148727,84,31,0.36904761904761907,154,17,0.11038961038961038,13,3,0.23076923076923078
all,,,GUIDING_STAR,CARD.GUIDING_STAR,Guiding Star,引导之星,176,956,0.18410041841004185,86,0.0899581589958159,99,0.10355648535564854,204,0.21338912133891214,1.1590909090909092,1331,108,0.0811419984973704,248,41,0.16532258064516128,446,15,0.033632286995515695,23,2,0.08695652173913043
all,,,ARSENAL,CARD.ARSENAL,Arsenal,武器库,170,956,0.17782426778242677,49,0.051255230125523014,130,0.13598326359832635,202,0.2112970711297071,1.188235294117647,263,129,0.49049429657794674,13,6,0.46153846153846156,14,6,0.42857142857142855,2,1,0.5
all,,,DECISIONS_DECISIONS,CARD.DECISIONS_DECISIONS,"Decisions, Decisions",抉择，抉择,161,956,0.1684100418410042,90,0.09414225941422594,75,0.07845188284518828,189,0.19769874476987448,1.173913043478261,255,112,0.4392156862745098,18,10,0.5555555555555556,27,9,0.3333333333333333,1,1,1.0
all,,,CLUMSY,CARD.CLUMSY,Clumsy,笨拙,152,956,0.1589958158995816,152,0.1589958158995816,0,0.0,162,0.1694560669456067,1.0657894736842106,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,FURNACE,CARD.FURNACE,Furnace,熔炉,151,956,0.1579497907949791,78,0.08158995815899582,90,0.09414225941422594,195,0.20397489539748953,1.2913907284768211,529,79,0.14933837429111532,88,24,0.2727272727272727,427,48,0.11241217798594848,26,10,0.38461538461538464
all,,,MAD_SCIENCE,CARD.MAD_SCIENCE,Mad Science,疯狂科学,146,956,0.15271966527196654,93,0.09728033472803348,53,0.05543933054393305,147,0.15376569037656904,1.0068493150684932,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,ALIGNMENT,CARD.ALIGNMENT,Alignment,星位序列,144,956,0.1506276150627615,67,0.0700836820083682,79,0.08263598326359832,157,0.16422594142259414,1.0902777777777777,509,75,0.14734774066797643,86,33,0.38372093023255816,162,13,0.08024691358024691,7,3,0.42857142857142855
all,,,CONQUEROR,CARD.CONQUEROR,Conqueror,征服者,138,956,0.14435146443514643,103,0.10774058577405858,39,0.04079497907949791,150,0.15690376569037656,1.0869565217391304,469,86,0.18336886993603413,89,21,0.23595505617977527,148,17,0.11486486486486487,4,0,0.0
all,,,BOMBARDMENT,CARD.BOMBARDMENT,Bombardment,轰击,136,956,0.14225941422594143,62,0.06485355648535565,77,0.08054393305439331,159,0.16631799163179917,1.1691176470588236,258,103,0.3992248062015504,6,1,0.16666666666666666,24,3,0.125,1,1,1.0
all,,,STARDUST,CARD.STARDUST,Stardust,星尘,135,956,0.1412133891213389,50,0.05230125523012552,88,0.09205020920502092,152,0.1589958158995816,1.125925925925926,483,73,0.15113871635610765,80,17,0.2125,239,22,0.09205020920502092,8,1,0.125
all,,,CRUSH_UNDER,CARD.CRUSH_UNDER,Crush Under,下砸,132,956,0.13807531380753138,67,0.0700836820083682,66,0.06903765690376569,145,0.151673640167364,1.0984848484848484,1384,85,0.06141618497109826,228,16,0.07017543859649122,475,15,0.031578947368421054,29,3,0.10344827586206896
all,,,SWORD_SAGE,CARD.SWORD_SAGE,Sword Sage,剑圣,131,956,0.13702928870292888,30,0.03138075313807531,105,0.1098326359832636,151,0.1579497907949791,1.1526717557251909,293,106,0.36177474402730375,11,7,0.6363636363636364,15,4,0.26666666666666666,4,3,0.75
all,,,CRASH_LANDING,CARD.CRASH_LANDING,Crash Landing,迫降,129,956,0.13493723849372385,90,0.09414225941422594,42,0.043933054393305436,141,0.14748953974895398,1.0930232558139534,296,102,0.34459459459459457,4,2,0.5,23,2,0.08695652173913043,2,1,0.5
all,,,COMET,CARD.COMET,Comet,彗星,128,956,0.13389121338912133,70,0.07322175732217573,61,0.06380753138075314,138,0.14435146443514643,1.078125,276,94,0.34057971014492755,5,1,0.2,24,6,0.25,2,0,0.0
all,,,BUNDLE_OF_JOY,CARD.BUNDLE_OF_JOY,Bundle of Joy,新生之喜,126,956,0.13179916317991633,90,0.09414225941422594,43,0.04497907949790795,154,0.16108786610878661,1.2222222222222223,259,89,0.3436293436293436,16,6,0.375,27,5,0.18518518518518517,2,1,0.5
all,,,SHINING_STRIKE,CARD.SHINING_STRIKE,Shining Strike,明耀打击,120,956,0.12552301255230125,83,0.08682008368200837,37,0.038702928870292884,125,0.1307531380753138,1.0416666666666667,490,79,0.16122448979591836,88,7,0.07954545454545454,229,17,0.07423580786026202,6,0,0.0
all,,,HEGEMONY,CARD.HEGEMONY,Hegemony,霸权,119,956,0.12447698744769875,41,0.04288702928870293,81,0.08472803347280335,132,0.13807531380753138,1.1092436974789917,482,70,0.14522821576763487,94,24,0.2553191489361702,233,6,0.02575107296137339,8,4,0.5
all,,,PHOTON_CUT,CARD.PHOTON_CUT,Photon Cut,光子切割,116,956,0.12133891213389121,39,0.04079497907949791,78,0.08158995815899582,136,0.14225941422594143,1.1724137931034482,1348,59,0.04376854599406528,244,38,0.1557377049180328,446,6,0.013452914798206279,21,5,0.23809523809523808
all,,,MAKE_IT_SO,CARD.MAKE_IT_SO,Make It So,如此甚好,114,956,0.1192468619246862,84,0.08786610878661087,36,0.03765690376569038,141,0.14748953974895398,1.236842105263158,293,91,0.310580204778157,8,2,0.25,21,7,0.3333333333333333,1,0,0.0
all,,,WROUGHT_IN_WAR,CARD.WROUGHT_IN_WAR,Wrought in War,战火铸就,112,956,0.11715481171548117,62,0.06485355648535565,52,0.05439330543933055,120,0.12552301255230125,1.0714285714285714,1321,78,0.059046177138531414,229,9,0.039301310043668124,464,12,0.02586206896551724,16,3,0.1875
all,,,GREED,CARD.GREED,Greed,贪婪,110,956,0.11506276150627615,110,0.11506276150627615,0,0.0,117,0.12238493723849372,1.0636363636363637,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,SOLAR_STRIKE,CARD.SOLAR_STRIKE,Solar Strike,太阳打击,108,956,0.11297071129707113,50,0.05230125523012552,61,0.06380753138075314,126,0.13179916317991633,1.1666666666666667,1421,75,0.05277973258268825,219,15,0.0684931506849315,446,11,0.02466367713004484,21,6,0.2857142857142857
all,,,CELESTIAL_MIGHT,CARD.CELESTIAL_MIGHT,Celestial Might,天穹之力,107,956,0.11192468619246862,34,0.03556485355648536,78,0.08158995815899582,117,0.12238493723849372,1.0934579439252337,1336,67,0.050149700598802395,216,18,0.08333333333333333,432,14,0.032407407407407406,14,0,0.0
all,,,METEOR_SHOWER,CARD.METEOR_SHOWER,Meteor Shower,流星雨,105,956,0.1098326359832636,45,0.04707112970711297,60,0.06276150627615062,107,0.11192468619246862,1.019047619047619,0,0,0.0,0,0,0.0,1,1,1.0,1,1,1.0
all,,,RADIATE,CARD.RADIATE,Radiate,辐射,98,956,0.10251046025104603,55,0.05753138075313807,43,0.04497907949790795,106,0.1108786610878661,1.0816326530612246,455,62,0.13626373626373625,89,13,0.14606741573033707,254,12,0.047244094488188976,4,1,0.25
all,,,DYING_STAR,CARD.DYING_STAR,Dying Star,星灭,97,956,0.10146443514644352,66,0.06903765690376569,31,0.032426778242677826,103,0.10774058577405858,1.0618556701030928,240,69,0.2875,14,4,0.2857142857142857,21,2,0.09523809523809523,1,0,0.0
all,,,THE_SMITH,CARD.THE_SMITH,The Smith,铸剑者,94,956,0.09832635983263599,38,0.0397489539748954,56,0.058577405857740586,102,0.10669456066945607,1.0851063829787233,238,58,0.24369747899159663,17,7,0.4117647058823529,26,6,0.23076923076923078,1,1,1.0
all,,,GENESIS,CARD.GENESIS,Genesis,创世纪,93,956,0.09728033472803348,42,0.043933054393305436,51,0.053347280334728034,102,0.10669456066945607,1.096774193548387,253,71,0.28063241106719367,20,5,0.25,14,5,0.35714285714285715,0,0,0.0
all,,,SEEKING_EDGE,CARD.SEEKING_EDGE,Seeking Edge,追踪之刃,88,956,0.09205020920502092,66,0.06903765690376569,22,0.02301255230125523,91,0.09518828451882845,1.0340909090909092,258,54,0.20930232558139536,16,4,0.25,16,6,0.375,1,0,0.0
all,,,KINGLY_KICK,CARD.KINGLY_KICK,Kingly Kick,王者之踢,78,956,0.08158995815899582,39,0.04079497907949791,39,0.04079497907949791,83,0.08682008368200837,1.064102564102564,518,60,0.11583011583011583,78,7,0.08974358974358974,241,6,0.024896265560165973,4,2,0.5
all,,,MONARCHS_GAZE,CARD.MONARCHS_GAZE,Monarch's Gaze,王之凝视,76,956,0.0794979079497908,22,0.02301255230125523,56,0.058577405857740586,85,0.08891213389121339,1.118421052631579,274,47,0.17153284671532848,17,4,0.23529411764705882,10,3,0.3,0,0,0.0
all,,,I_AM_INVINCIBLE,CARD.I_AM_INVINCIBLE,I Am Invincible,所向无敌,75,956,0.07845188284518828,59,0.06171548117154812,16,0.016736401673640166,84,0.08786610878661087,1.12,250,46,0.184,14,3,0.21428571428571427,34,3,0.08823529411764706,3,2,0.6666666666666666
all,,,SEVEN_STARS,CARD.SEVEN_STARS,Seven Stars,七星,75,956,0.07845188284518828,35,0.036610878661087864,41,0.04288702928870293,77,0.08054393305439331,1.0266666666666666,275,50,0.18181818181818182,7,0,0.0,16,2,0.125,1,0,0.0
all,,,DISCOVERY,CARD.DISCOVERY,Discovery,发现,73,956,0.07635983263598327,17,0.01778242677824268,57,0.0596234309623431,120,0.12552301255230125,1.643835616438356,0,0,0.0,0,0,0.0,119,55,0.46218487394957986,44,42,0.9545454545454546
all,,,FOREGONE_CONCLUSION,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,既定事项,73,956,0.07635983263598327,47,0.049163179916317995,27,0.028242677824267783,80,0.08368200836820083,1.095890410958904,272,54,0.19852941176470587,11,2,0.18181818181818182,35,3,0.08571428571428572,4,1,0.25
all,,,PROPHESIZE,CARD.PROPHESIZE,Prophesize,预言,71,956,0.07426778242677824,37,0.038702928870292884,34,0.03556485355648536,71,0.07426778242677824,1.0,450,38,0.08444444444444445,91,9,0.0989010989010989,170,12,0.07058823529411765,10,4,0.4
all,,,HEAVENLY_DRILL,CARD.HEAVENLY_DRILL,Heavenly Drill,天际钻头,70,956,0.07322175732217573,34,0.03556485355648536,38,0.0397489539748954,79,0.08263598326359832,1.1285714285714286,285,43,0.15087719298245614,8,1,0.125,29,4,0.13793103448275862,1,0,0.0
all,,,ULTIMATE_DEFEND,CARD.ULTIMATE_DEFEND,Ultimate Defend,究极防御,66,956,0.06903765690376569,51,0.053347280334728034,15,0.015690376569037656,111,0.11610878661087866,1.6818181818181819,0,0,0.0,0,0,0.0,104,13,0.125,46,44,0.9565217391304348
all,,,BRIGHTEST_FLAME,CARD.BRIGHTEST_FLAME,Brightest Flame,至亮之焰,64,956,0.06694560669456066,6,0.006276150627615063,58,0.060669456066945605,72,0.07531380753138076,1.125,1,1,1.0,0,0,0.0,0,0,0.0,5,5,1.0
all,,,HEIRLOOM_HAMMER,CARD.HEIRLOOM_HAMMER,Heirloom Hammer,传承之锤,63,956,0.06589958158995816,54,0.056485355648535567,11,0.011506276150627616,71,0.07426778242677824,1.126984126984127,255,47,0.1843137254901961,13,3,0.23076923076923078,21,0,0.0,1,0,0.0
all,,,LUNAR_BLAST,CARD.LUNAR_BLAST,Lunar Blast,月面射击,63,956,0.06589958158995816,37,0.038702928870292884,26,0.027196652719665274,66,0.06903765690376569,1.0476190476190477,471,25,0.05307855626326964,76,12,0.15789473684210525,239,8,0.03347280334728033,10,4,0.4
all,,,CRESCENT_SPEAR,CARD.CRESCENT_SPEAR,Crescent Spear,新月长矛,60,956,0.06276150627615062,32,0.03347280334728033,35,0.036610878661087864,101,0.10564853556485355,1.6833333333333333,1342,39,0.029061102831594635,238,24,0.10084033613445378,424,10,0.02358490566037736,17,4,0.23529411764705882
all,,,SPLASH,CARD.SPLASH,Splash,飞溅,57,956,0.0596234309623431,20,0.02092050209205021,37,0.038702928870292884,92,0.09623430962343096,1.6140350877192982,0,0,0.0,0,0,0.0,99,32,0.32323232323232326,35,34,0.9714285714285714
all,,,BEAT_INTO_SHAPE,CARD.BEAT_INTO_SHAPE,Beat into Shape,锻打成型,56,956,0.058577405857740586,25,0.02615062761506276,32,0.03347280334728033,60,0.06276150627615062,1.0714285714285714,277,32,0.11552346570397112,13,2,0.15384615384615385,26,2,0.07692307692307693,2,0,0.0
all,,,KINGLY_PUNCH,CARD.KINGLY_PUNCH,Kingly Punch,王者之拳,56,956,0.058577405857740586,23,0.02405857740585774,34,0.03556485355648536,64,0.06694560669456066,1.1428571428571428,451,31,0.06873614190687362,82,10,0.12195121951219512,230,10,0.043478260869565216,6,2,0.3333333333333333
all,,,FINESSE,CARD.FINESSE,Finesse,妙计,54,956,0.056485355648535567,37,0.038702928870292884,18,0.01882845188284519,236,0.24686192468619247,4.37037037037037,0,0,0.0,1,1,1.0,120,44,0.36666666666666664,54,53,0.9814814814814815
all,,,EXTERMINATE,CARD.EXTERMINATE,Exterminate,杀灭,52,956,0.05439330543933055,47,0.049163179916317995,6,0.006276150627615063,59,0.06171548117154812,1.1346153846153846,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,RESONANCE,CARD.RESONANCE,Resonance,共鸣,50,956,0.05230125523012552,26,0.027196652719665274,26,0.027196652719665274,60,0.06276150627615062,1.2,482,26,0.05394190871369295,84,14,0.16666666666666666,121,5,0.04132231404958678,9,1,0.1111111111111111
all,,,FLASH_OF_STEEL,CARD.FLASH_OF_STEEL,Flash of Steel,亮剑,49,956,0.051255230125523014,35,0.036610878661087864,14,0.014644351464435146,99,0.10355648535564854,2.020408163265306,0,0,0.0,0,0,0.0,113,27,0.23893805309734514,47,45,0.9574468085106383
all,,,METAMORPHOSIS,CARD.METAMORPHOSIS,Metamorphosis,羽化,49,956,0.051255230125523014,23,0.02405857740585774,26,0.027196652719665274,51,0.053347280334728034,1.0408163265306123,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,TERRAFORMING,CARD.TERRAFORMING,Terraforming,地形改造,49,956,0.051255230125523014,26,0.027196652719665274,24,0.02510460251046025,50,0.05230125523012552,1.0204081632653061,456,25,0.05482456140350877,106,14,0.1320754716981132,147,7,0.047619047619047616,6,0,0.0
all,,,MONOLOGUE,CARD.MONOLOGUE,Monologue,独白,48,956,0.0502092050209205,18,0.01882845188284519,31,0.032426778242677826,56,0.058577405857740586,1.1666666666666667,454,27,0.05947136563876652,87,14,0.16091954022988506,145,2,0.013793103448275862,9,0,0.0
all,,,NEUTRON_AEGIS,CARD.NEUTRON_AEGIS,Neutron Aegis,中子护盾,46,956,0.04811715481171548,18,0.01882845188284519,28,0.029288702928870293,51,0.053347280334728034,1.108695652173913,262,30,0.11450381679389313,11,2,0.18181818181818182,8,0,0.0,0,0,0.0
all,,,THE_SEALED_THRONE,CARD.THE_SEALED_THRONE,The Sealed Throne,封印王座,46,956,0.04811715481171548,0,0.0,46,0.04811715481171548,51,0.053347280334728034,1.108695652173913,1,0,0.0,0,0,0.0,0,0,0.0,2,2,1.0
all,,,DECAY,CARD.DECAY,Decay,腐朽,45,956,0.04707112970711297,45,0.04707112970711297,0,0.0,47,0.049163179916317995,1.0444444444444445,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,FASTEN,CARD.FASTEN,Fasten,勒紧,45,956,0.04707112970711297,15,0.015690376569037656,30,0.03138075313807531,96,0.100418410041841,2.1333333333333333,0,0,0.0,0,0,0.0,111,28,0.25225225225225223,56,51,0.9107142857142857
