group_key,build_id,character,card_id,model_id,name_en,name_zhs,total_runs_with,total_runs,appearance_probability,plus0_final_run_count,plus0_appearance_probability,plus1_final_run_count,plus1_appearance_probability,total_copies,copies_per_run,avg_copies_when_present,plus0_offer_count,plus0_pick_count,plus0_pick_rate,plus1_offer_count,plus1_pick_count,plus1_pick_rate,plus0_shop_offer_count,plus0_shop_buy_count,plus0_shop_buy_rate,plus1_shop_offer_count,plus1_shop_buy_count,plus1_shop_buy_rate
all,,,STRIKE_IRONCLAD,CARD.STRIKE_IRONCLAD,Strike,打击,766,4448,0.17221223021582735,713,0.16029676258992806,281,0.06317446043165467,2762,0.6209532374100719,3.6057441253263707,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,FOOTWORK,CARD.FOOTWORK,Footwork,灵动步法,753,4448,0.16928956834532374,291,0.06542266187050359,577,0.12972122302158273,1146,0.25764388489208634,1.5219123505976095,659,541,0.8209408194233687,113,100,0.8849557522123894,482,305,0.6327800829875518,19,15,0.7894736842105263
all,,,PIERCING_WAIL,CARD.PIERCING_WAIL,Piercing Wail,尖啸,732,4448,0.164568345323741,589,0.13241906474820145,226,0.050809352517985615,1069,0.24033273381294964,1.460382513661202,1540,593,0.38506493506493505,269,135,0.5018587360594795,491,109,0.2219959266802444,25,10,0.4
all,,,PREPARED,CARD.PREPARED,Prepared,早有准备,729,4448,0.16389388489208634,309,0.06946942446043165,517,0.11623201438848921,1131,0.25427158273381295,1.551440329218107,1620,565,0.3487654320987654,292,203,0.6952054794520548,405,103,0.254320987654321,22,12,0.5454545454545454
all,,,DEFEND_DEFECT,CARD.DEFEND_DEFECT,Defend,防御,726,4448,0.16321942446043167,692,0.15557553956834533,300,0.06744604316546762,2622,0.5894784172661871,3.6115702479338845,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,BLOODLETTING,CARD.BLOODLETTING,Bloodletting,放血,718,4448,0.1614208633093525,392,0.08812949640287769,428,0.09622302158273381,1034,0.23246402877697842,1.4401114206128134,1300,521,0.40076923076923077,249,137,0.5502008032128514,552,195,0.3532608695652174,25,9,0.36
all,,,DUALCAST,CARD.DUALCAST,Dualcast,双重释放,711,4448,0.15984712230215828,472,0.10611510791366907,241,0.054181654676258996,738,0.16591726618705036,1.0379746835443038,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,ZAP,CARD.ZAP,Zap,电击,708,4448,0.1591726618705036,436,0.09802158273381295,273,0.06137589928057554,736,0.16546762589928057,1.03954802259887,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,WELL_LAID_PLANS,CARD.WELL_LAID_PLANS,Well-Laid Plans,计划妥当,657,4448,0.1477068345323741,155,0.03484712230215827,528,0.11870503597122302,781,0.1755845323741007,1.1887366818873668,638,357,0.5595611285266457,130,83,0.6384615384615384,498,213,0.42771084337349397,19,12,0.631578947368421
all,,,BODYGUARD,CARD.BODYGUARD,Bodyguard,护卫,653,4448,0.14680755395683454,363,0.08160971223021583,291,0.06542266187050359,670,0.1506294964028777,1.0260336906584993,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,STRIKE_REGENT,CARD.STRIKE_REGENT,Strike,打击,646,4448,0.1452338129496403,570,0.1281474820143885,237,0.053282374100719426,1547,0.34779676258992803,2.3947368421052633,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0
all,,,MAD_SCIENCE,CARD.MAD_SCIENCE,Mad Science,疯狂科学,639,4448,0.14366007194244604,433,0.09734712230215828,209,0.046987410071942445,658,0.147931654676259,1.029733959311424,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.0
all,,,UNLEASH,CARD.UNLEASH,Unleash,出击,638,4448,0.14343525179856115,508,0.11420863309352518,130,0.02922661870503597,655,0.14725719424460432,1.0266457680250785,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,DEFEND_NECROBINDER,CARD.DEFEND_NECROBINDER,Defend,防御,608,4448,0.1366906474820144,569,0.1279226618705036,250,0.05620503597122302,2159,0.485386690647482,3.5509868421052633,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,DEFY,CARD.DEFY,Defy,违逆,593,4448,0.133318345323741,470,0.10566546762589928,264,0.05935251798561151,1091,0.24527877697841727,1.8397976391231028,1055,623,0.590521327014218,205,132,0.6439024390243903,374,178,0.47593582887700536,16,9,0.5625
all,,,TURBO,CARD.TURBO,TURBO,内核加速,571,4448,0.1283723021582734,355,0.0798111510791367,288,0.06474820143884892,832,0.18705035971223022,1.457092819614711,1130,415,0.3672566371681416,213,114,0.5352112676056338,395,131,0.33164556962025316,32,15,0.46875
all,,,LEADING_STRIKE,CARD.LEADING_STRIKE,Leading Strike,先制打击,562,4448,0.12634892086330934,440,0.09892086330935251,182,0.04091726618705036,809,0.1818794964028777,1.4395017793594307,1641,482,0.29372333942717854,308,86,0.2792207792207792,537,100,0.186219739292365,22,5,0.22727272727272727
all,,,POMMEL_STRIKE,CARD.POMMEL_STRIKE,Pommel Strike,剑柄打击,555,4448,0.12477517985611511,191,0.042940647482014385,438,0.09847122302158273,900,0.20233812949640287,1.6216216216216217,1435,550,0.3832752613240418,250,155,0.62,279,57,0.20430107526881722,15,6,0.4
all,,,SHRUG_IT_OFF,CARD.SHRUG_IT_OFF,Shrug It Off,耸肩无视,555,4448,0.12477517985611511,384,0.08633093525179857,248,0.05575539568345324,818,0.18390287769784172,1.473873873873874,1393,439,0.3151471643933956,286,136,0.4755244755244755,528,105,0.19886363636363635,23,5,0.21739130434782608
all,,,TREMBLE,CARD.TREMBLE,Tremble,战栗,554,4448,0.12455035971223022,414,0.09307553956834533,192,0.04316546762589928,742,0.16681654676258992,1.339350180505415,1318,438,0.3323216995447648,233,83,0.3562231759656652,566,125,0.22084805653710246,28,7,0.25
all,,,HOLOGRAM,CARD.HOLOGRAM,Hologram,全息影像,537,4448,0.12072841726618705,265,0.0595773381294964,373,0.08385791366906475,848,0.1906474820143885,1.5791433891992552,1131,454,0.40141467727674623,203,143,0.7044334975369458,395,103,0.2607594936708861,20,6,0.3
all,,,CLOAK_AND_DAGGER,CARD.CLOAK_AND_DAGGER,Cloak and Dagger,斗篷与匕首,534,4448,0.12005395683453238,271,0.06092625899280576,323,0.07261690647482015,760,0.17086330935251798,1.4232209737827715,1675,413,0.2465671641791045,329,154,0.46808510638297873,447,57,0.12751677852348994,20,5,0.25
all,,,ACCURACY,CARD.ACCURACY,Accuracy,精准,520,4448,0.11690647482014388,218,0.049010791366906475,360,0.08093525179856115,754,0.16951438848920863,1.45,599,331,0.5525876460767947,127,74,0.5826771653543307,481,218,0.45322245322245325,22,14,0.6363636363636364
all,,,GATHER_LIGHT,CARD.GATHER_LIGHT,Gather Light,收集光辉,513,4448,0.11533273381294964,386,0.08678057553956835,187,0.04204136690647482,695,0.15625,1.354775828460039,1305,419,0.3210727969348659,245,83,0.33877551020408164,378,84,0.2222222222222222,26,7,0.2692307692307692
all,,,STRIKE_DEFECT,CARD.STRIKE_DEFECT,Strike,打击,511,4448,0.11488309352517985,436,0.09802158273381295,189,0.042491007194244604,1255,0.28214928057553956,2.455968688845401,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0
all,,,BEGONE,CARD.BEGONE,BEGONE!,下去！,497,4448,0.11173561151079137,379,0.0852068345323741,164,0.0368705035971223,650,0.14613309352517986,1.3078470824949697,1286,393,0.3055987558320373,257,95,0.36964980544747084,346,68,0.19653179190751446,23,9,0.391304347826087
all,,,BLADE_DANCE,CARD.BLADE_DANCE,Blade Dance,刀刃之舞,483,4448,0.10858812949640288,369,0.08295863309352518,165,0.03709532374100719,700,0.15737410071942445,1.4492753623188406,1590,399,0.2509433962264151,305,102,0.3344262295081967,448,80,0.17857142857142858,22,8,0.36363636363636365
all,,,COOLHEADED,CARD.COOLHEADED,Coolheaded,冷静头脑,481,4448,0.10813848920863309,252,0.05665467625899281,289,0.06497302158273381,689,0.15490107913669066,1.4324324324324325,1107,363,0.32791327913279134,231,127,0.5497835497835498,398,84,0.21105527638190955,26,11,0.4230769230769231
all,,,CALCULATED_GAMBLE,CARD.CALCULATED_GAMBLE,Calculated Gamble,计算下注,480,4448,0.1079136690647482,296,0.06654676258992806,221,0.049685251798561154,608,0.1366906474820144,1.2666666666666666,628,345,0.5493630573248408,119,82,0.6890756302521008,179,62,0.3463687150837989,8,3,0.375
all,,,DOMINATE,CARD.DOMINATE,Dominate,主宰,468,4448,0.1052158273381295,222,0.049910071942446045,316,0.0710431654676259,701,0.15759892086330934,1.4978632478632479,524,398,0.7595419847328244,98,83,0.8469387755102041,185,105,0.5675675675675675,12,12,1.0
all,,,BATTLE_TRANCE,CARD.BATTLE_TRANCE,Battle Trance,战斗专注,463,4448,0.10409172661870504,250,0.05620503597122302,239,0.05373201438848921,552,0.12410071942446044,1.1922246220302375,516,304,0.5891472868217055,113,65,0.5752212389380531,195,94,0.48205128205128206,8,5,0.625
all,,,EXPOSE,CARD.EXPOSE,Expose,暴露,462,4448,0.10386690647482015,319,0.07171762589928057,162,0.03642086330935252,529,0.11892985611510791,1.145021645021645,621,316,0.5088566827697263,101,58,0.5742574257425742,179,59,0.329608938547486,9,4,0.4444444444444444
all,,,HIDDEN_DAGGERS,CARD.HIDDEN_DAGGERS,Hidden Daggers,隐秘匕首,460,4448,0.10341726618705036,339,0.07621402877697842,147,0.03304856115107914,565,0.12702338129496402,1.2282608695652173,637,317,0.4976452119309262,105,64,0.6095238095238096,194,73,0.37628865979381443,11,7,0.6363636363636364
all,,,BOOST_AWAY,CARD.BOOST_AWAY,Boost Away,高速脱离,458,4448,0.10296762589928057,357,0.08026079136690648,164,0.0368705035971223,716,0.16097122302158273,1.5633187772925765,1172,389,0.3319112627986348,225,85,0.37777777777777777,409,102,0.24938875305623473,29,6,0.20689655172413793
all,,,NOXIOUS_FUMES,CARD.NOXIOUS_FUMES,Noxious Fumes,毒雾,450,4448,0.10116906474820143,150,0.03372302158273381,335,0.07531474820143885,600,0.13489208633093525,1.3333333333333333,660,314,0.47575757575757577,94,48,0.5106382978723404,497,145,0.2917505030181087,15,5,0.3333333333333333
all,,,GLOW,CARD.GLOW,Glow,辉光,449,4448,0.10094424460431654,195,0.043839928057553955,290,0.0651978417266187,591,0.13286870503597123,1.3162583518930957,1285,320,0.2490272373540856,247,121,0.4898785425101215,319,53,0.16614420062695925,25,13,0.52
all,,,ACROBATICS,CARD.ACROBATICS,Acrobatics,杂技,446,4448,0.10026978417266187,269,0.06047661870503597,211,0.047437050359712234,559,0.12567446043165467,1.2533632286995515,632,342,0.5411392405063291,87,55,0.632183908045977,200,67,0.335,9,2,0.2222222222222222
all,,,KNOW_THY_PLACE,CARD.KNOW_THY_PLACE,Know Thy Place,何人僭越,445,4448,0.10004496402877698,267,0.06002697841726619,212,0.047661870503597124,543,0.12207733812949641,1.2202247191011235,1284,322,0.2507788161993769,234,81,0.34615384615384615,371,38,0.10242587601078167,23,6,0.2608695652173913
all,,,LEG_SWEEP,CARD.LEG_SWEEP,Leg Sweep,扫腿,444,4448,0.09982014388489209,264,0.05935251798561151,204,0.045863309352517985,506,0.1137589928057554,1.1396396396396395,610,312,0.5114754098360655,101,61,0.6039603960396039,162,52,0.32098765432098764,9,6,0.6666666666666666
all,,,GO_FOR_THE_EYES,CARD.GO_FOR_THE_EYES,Go for the Eyes,眼部攻击,439,4448,0.09869604316546762,175,0.03934352517985611,285,0.06407374100719425,496,0.11151079136690648,1.1298405466970387,1200,276,0.23,189,79,0.41798941798941797,269,45,0.16728624535315986,25,7,0.28
all,,,GRAVE_WARDEN,CARD.GRAVE_WARDEN,Grave Warden,守墓人,423,4448,0.09509892086330936,302,0.0678956834532374,169,0.03799460431654676,587,0.13196942446043167,1.387706855791962,968,323,0.33367768595041325,184,84,0.45652173913043476,359,73,0.20334261838440112,22,9,0.4090909090909091
all,,,CHARGE_BATTERY,CARD.CHARGE_BATTERY,Charge Battery,充电,422,4448,0.09487410071942447,327,0.07351618705035971,141,0.03169964028776978,568,0.12769784172661872,1.3459715639810426,1143,318,0.2782152230971129,216,81,0.375,396,66,0.16666666666666666,27,5,0.18518518518518517
all,,,GREED,CARD.GREED,Greed,贪婪,421,4448,0.09464928057553956,421,0.09464928057553956,0,0.0,452,0.10161870503597123,1.0736342042755345,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,INFINITE_BLADES,CARD.INFINITE_BLADES,Infinite Blades,无尽刀刃,418,4448,0.09397482014388489,261,0.05867805755395684,186,0.041816546762589925,534,0.12005395683453238,1.277511961722488,640,285,0.4453125,124,56,0.45161290322580644,525,130,0.24761904761904763,17,8,0.47058823529411764
all,,,DEFLECT,CARD.DEFLECT,Deflect,偏折,417,4448,0.09375,289,0.06497302158273381,168,0.03776978417266187,538,0.12095323741007194,1.290167865707434,1558,248,0.15917843388960207,285,110,0.38596491228070173,479,45,0.09394572025052192,21,9,0.42857142857142855
all,,,STRIKE_NECROBINDER,CARD.STRIKE_NECROBINDER,Strike,打击,417,4448,0.09375,345,0.07756294964028777,151,0.0339478417266187,977,0.21964928057553956,2.342925659472422,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
all,,,AFTERIMAGE,CARD.AFTERIMAGE,Afterimage,余像,415,4448,0.09330035971223022,128,0.02877697841726619,313,0.07036870503597123,606,0.13624100719424462,1.4602409638554217,404,324,0.801980198019802,26,15,0.5769230769230769,23,20,0.8695652173913043,9,8,0.8888888888888888
all,,,TRUE_GRIT,CARD.TRUE_GRIT,True Grit,坚毅,414,4448,0.09307553956834533,84,0.018884892086330936,344,0.07733812949640288,520,0.11690647482014388,1.2560386473429952,1359,229,0.16850625459896984,287,141,0.4912891986062718,515,71,0.1378640776699029,21,6,0.2857142857142857
all,,,COSMIC_INDIFFERENCE,CARD.COSMIC_INDIFFERENCE,Cosmic Indifference,宇宙冷漠,413,4448,0.09285071942446044,283,0.06362410071942447,170,0.03821942446043165,514,0.11555755395683454,1.2445520581113803,1295,297,0.22934362934362934,244,99,0.4057377049180328,305,42,0.1377049180327869,23,7,0.30434782608695654
all,,,PHANTOM_BLADES,CARD.PHANTOM_BLADES,Phantom Blades,幻影之刃,413,4448,0.09285071942446044,260,0.05845323741007194,198,0.044514388489208634,552,0.12410071942446044,1.3365617433414043,595,225,0.37815126050420167,124,61,0.49193548387096775,507,167,0.32938856015779094,17,9,0.5294117647058824
all,,,COLOSSUS,CARD.COLOSSUS,Colossus,巨像,402,4448,0.09037769784172661,296,0.06654676258992806,127,0.028552158273381294,523,0.11758093525179857,1.300995024875622,430,283,0.6581395348837209,104,77,0.7403846153846154,177,92,0.519774011299435,6,5,0.8333333333333334
all,,,PILLAR_OF_CREATION,CARD.PILLAR_OF_CREATION,Pillar of Creation,创世之柱,401,4448,0.09015287769784172,182,0.04091726618705036,275,0.06182553956834532,577,0.12972122302158273,1.4389027431421446,489,248,0.5071574642126789,84,41,0.4880952380952381,389,180,0.46272493573264784,33,16,0.48484848484848486
all,,,ESCAPE_PLAN,CARD.ESCAPE_PLAN,Escape Plan,逃脱计划,395,4448,0.08880395683453238,307,0.06901978417266187,112,0.025179856115107913,502,0.11285971223021583,1.270886075949367,607,289,0.47611202635914335,106,65,0.6132075471698113,191,47,0.24607329842931938,11,8,0.7272727272727273
all,,,HIDDEN_CACHE,CARD.HIDDEN_CACHE,Hidden Cache,隐秘藏品,390,4448,0.08767985611510791,253,0.0568794964028777,161,0.03619604316546762,477,0.10723920863309352,1.2230769230769232,1274,277,0.217425431711146,250,61,0.244,335,55,0.16417910447761194,17,8,0.47058823529411764
all,,,BULWARK,CARD.BULWARK,Bulwark,铸墙,387,4448,0.08700539568345324,183,0.04114208633093525,233,0.05238309352517986,490,0.11016187050359712,1.2661498708010337,470,291,0.6191489361702127,95,62,0.6526315789473685,176,78,0.4431818181818182,10,5,0.5
all,,,CHARGE,CARD.CHARGE,CHARGE!!,冲锋！！,382,4448,0.08588129496402877,243,0.05463129496402878,149,0.03349820143884892,426,0.09577338129496403,1.1151832460732984,445,254,0.5707865168539326,62,36,0.5806451612903226,162,71,0.4382716049382716,7,2,0.2857142857142857
all,,,TAUNT,CARD.TAUNT,Taunt,挑衅,382,4448,0.08588129496402877,162,0.03642086330935252,249,0.05598021582733813,478,0.10746402877697842,1.2513089005235603,522,272,0.5210727969348659,107,68,0.6355140186915887,198,59,0.29797979797979796,16,5,0.3125
all,,,SPECTRUM_SHIFT,CARD.SPECTRUM_SHIFT,Spectrum Shift,光谱偏移,374,4448,0.08408273381294964,97,0.021807553956834532,301,0.06767086330935251,486,0.10926258992805755,1.2994652406417113,500,228,0.456,99,52,0.5252525252525253,384,131,0.3411458333333333,22,12,0.5454545454545454
all,,,ADRENALINE,CARD.ADRENALINE,Adrenaline,肾上腺素,373,4448,0.08385791366906475,187,0.04204136690647482,210,0.047212230215827336,1045,0.23493705035971224,2.8016085790884717,335,266,0.7940298507462686,23,19,0.8260869565217391,36,19,0.5277777777777778,9,8,0.8888888888888888
all,,,GLACIER,CARD.GLACIER,Glacier,冰川,364,4448,0.08183453237410072,272,0.06115107913669065,111,0.024955035971223023,451,0.10139388489208633,1.239010989010989,462,292,0.6320346320346321,90,54,0.6,128,48,0.375,5,4,0.8
all,,,FEEL_NO_PAIN,CARD.FEEL_NO_PAIN,Feel No Pain,无惧疼痛,363,4448,0.08160971223021583,194,0.043615107913669064,203,0.045638489208633094,473,0.10633992805755396,1.303030303030303,494,215,0.4352226720647773,94,54,0.574468085106383,363,119,0.3278236914600551,15,4,0.26666666666666666
all,,,INVOKE,CARD.INVOKE,Invoke,唤起,362,4448,0.08138489208633093,156,0.03507194244604316,228,0.051258992805755396,442,0.09937050359712231,1.2209944751381216,941,226,0.24017003188097769,190,86,0.45263157894736844,372,53,0.1424731182795699,18,5,0.2777777777777778
all,,,REFLECT,CARD.REFLECT,Reflect,倒映,360,4448,0.08093525179856115,216,0.048561151079136694,167,0.03754496402877698,429,0.0964478417266187,1.1916666666666667,467,265,0.5674518201284796,82,46,0.5609756097560976,150,58,0.38666666666666666,5,3,0.6
all,,,ORBIT,CARD.ORBIT,Orbit,环绕轨道,357,4448,0.08026079136690648,80,0.017985611510791366,293,0.06587230215827339,458,0.10296762589928057,1.2829131652661065,451,195,0.43237250554323725,91,68,0.7472527472527473,362,111,0.30662983425414364,23,15,0.6521739130434783
all,,,DODGE_AND_ROLL,CARD.DODGE_AND_ROLL,Dodge and Roll,闪躲翻滚,349,4448,0.07846223021582734,193,0.043390287769784174,182,0.04091726618705036,448,0.10071942446043165,1.2836676217765044,1581,191,0.12080961416824794,307,115,0.3745928338762215,435,37,0.08505747126436781,19,5,0.2631578947368421
all,,,GLITTERSTREAM,CARD.GLITTERSTREAM,Glitterstream,流光溢彩,348,4448,0.07823741007194245,193,0.043390287769784174,184,0.04136690647482014,436,0.09802158273381295,1.2528735632183907,1249,259,0.20736589271417133,230,77,0.3347826086956522,353,35,0.09915014164305949,17,5,0.29411764705882354
all,,,BURNING_PACT,CARD.BURNING_PACT,Burning Pact,燃烧契约,346,4448,0.07778776978417266,155,0.03484712230215827,219,0.049235611510791366,439,0.09869604316546762,1.26878612716763,500,241,0.482,96,65,0.6770833333333334,168,62,0.36904761904761907,9,4,0.4444444444444444
all,,,OVERCLOCK,CARD.OVERCLOCK,Overclock,超频,344,4448,0.07733812949640288,195,0.043839928057553955,190,0.042715827338129495,979,0.22009892086330934,2.8459302325581395,422,243,0.5758293838862559,72,54,0.75,155,85,0.5483870967741935,11,9,0.8181818181818182
all,,,BLUR,CARD.BLUR,Blur,残影,343,4448,0.07711330935251799,247,0.05553057553956835,117,0.026303956834532374,435,0.09779676258992806,1.2682215743440233,556,243,0.4370503597122302,91,61,0.6703296703296703,170,40,0.23529411764705882,11,7,0.6363636363636364
all,,,UNTOUCHABLE,CARD.UNTOUCHABLE,Untouchable,触不可及,343,4448,0.07711330935251799,228,0.051258992805755396,148,0.03327338129496403,437,0.09824640287769784,1.2740524781341107,1555,222,0.14276527331189712,265,77,0.29056603773584905,423,46,0.10874704491725769,24,2,0.08333333333333333
all,,,BLOOD_WALL,CARD.BLOOD_WALL,Blood Wall,血墙,342,4448,0.07688848920863309,229,0.05148381294964029,149,0.03349820143884892,436,0.09802158273381295,1.2748538011695907,1314,235,0.17884322678843226,266,89,0.33458646616541354,544,57,0.10477941176470588,29,4,0.13793103448275862
all,,,CONVERGENCE,CARD.CONVERGENCE,Convergence,汇流,335,4448,0.07531474820143885,190,0.042715827338129495,166,0.03732014388489208,406,0.09127697841726619,1.2119402985074628,462,262,0.5670995670995671,83,54,0.6506024096385542,127,40,0.31496062992125984,9,3,0.3333333333333333
all,,,FRIENDSHIP,CARD.FRIENDSHIP,Friendship,友谊,324,4448,0.07284172661870504,226,0.050809352517985615,117,0.026303956834532374,404,0.09082733812949641,1.2469135802469136,343,204,0.5947521865889213,64,42,0.65625,229,105,0.4585152838427948,8,5,0.625
all,,,COLLISION_COURSE,CARD.COLLISION_COURSE,Collision Course,碰撞轨迹,322,4448,0.07239208633093525,228,0.051258992805755396,109,0.024505395683453238,409,0.09195143884892086,1.2701863354037266,1277,257,0.20125293657008614,228,42,0.18421052631578946,400,36,0.09,19,5,0.2631578947368421
all,,,OFFERING,CARD.OFFERING,Offering,祭品,321,4448,0.07216726618705036,143,0.03214928057553957,195,0.043839928057553955,402,0.09037769784172661,1.2523364485981308,289,232,0.8027681660899654,28,19,0.6785714285714286,39,25,0.6410256410256411,6,3,0.5
all,,,CHILD_OF_THE_STARS,CARD.CHILD_OF_THE_STARS,Child of the Stars,群星之子,319,4448,0.07171762589928057,136,0.030575539568345324,223,0.050134892086330936,434,0.09757194244604317,1.3605015673981191,482,208,0.4315352697095436,97,50,0.5154639175257731,368,111,0.3016304347826087,14,8,0.5714285714285714
all,,,SNAKEBITE,CARD.SNAKEBITE,Snakebite,蛇咬,319,4448,0.07171762589928057,111,0.024955035971223023,227,0.051034172661870505,382,0.08588129496402877,1.1974921630094044,1612,210,0.13027295285359802,313,74,0.2364217252396166,444,34,0.07657657657657657,23,4,0.17391304347826086
all,,,BOOT_SEQUENCE,CARD.BOOT_SEQUENCE,Boot Sequence,启动流程,314,4448,0.07059352517985612,239,0.05373201438848921,81,0.01821043165467626,339,0.07621402877697842,1.0796178343949046,447,206,0.4608501118568233,88,40,0.45454545454545453,132,35,0.26515151515151514,7,2,0.2857142857142857
all,,,ENFEEBLING_TOUCH,CARD.ENFEEBLING_TOUCH,Enfeebling Touch,弱化之触,313,4448,0.07036870503597123,198,0.044514388489208634,139,0.03125,386,0.08678057553956835,1.233226837060703,347,226,0.6512968299711815,75,55,0.7333333333333333,133,64,0.48120300751879697,9,6,0.6666666666666666
all,,,MOLTEN_FIST,CARD.MOLTEN_FIST,Molten Fist,熔融之拳,310,4448,0.06969424460431654,244,0.05485611510791367,101,0.022706834532374102,433,0.09734712230215828,1.396774193548387,1341,253,0.18866517524235646,236,59,0.25,301,43,0.14285714285714285,13,2,0.15384615384615385
all,,,ROCKET_PUNCH,CARD.ROCKET_PUNCH,Rocket Punch,火箭飞拳,310,4448,0.06969424460431654,110,0.02473021582733813,227,0.051034172661870505,455,0.1022931654676259,1.467741935483871,433,216,0.49884526558891457,70,46,0.6571428571428571,256,108,0.421875,23,9,0.391304347826087
all,,,VICIOUS,CARD.VICIOUS,Vicious,凶恶,308,4448,0.06924460431654676,97,0.021807553956834532,219,0.049235611510791366,353,0.07936151079136691,1.146103896103896,529,170,0.32136105860113423,90,36,0.4,389,83,0.2133676092544987,14,4,0.2857142857142857
all,,,BIG_BANG,CARD.BIG_BANG,Big Bang,大爆炸,306,4448,0.06879496402877698,159,0.03574640287769784,173,0.03889388489208633,2159,0.485386690647482,7.055555555555555,295,245,0.8305084745762712,16,13,0.8125,50,32,0.64,14,10,0.7142857142857143
all,,,LETHALITY,CARD.LETHALITY,Lethality,致死性,304,4448,0.0683453237410072,109,0.024505395683453238,227,0.051034172661870505,422,0.09487410071942447,1.388157894736842,381,215,0.5643044619422573,55,38,0.6909090909090909,262,116,0.44274809160305345,14,6,0.42857142857142855
